id,infinitive,definition,mood,subject,tense,answer
35982,recordar,to remember,Continuous (Progressive),yo,Imperfect,estaba recordando
35983,recordar,to remember,Continuous (Progressive),yo,Conditional,estaría recordando
35984,recordar,to remember,Continuous (Progressive),yo,Future,estaré recordando
35985,recordar,to remember,Continuous (Progressive),tú,Present,estás recordando
35986,recordar,to remember,Continuous (Progressive),tú,Preterite,estuviste recordando
35987,recordar,to remember,Continuous (Progressive),tú,Imperfect,estabas recordando
35988,recordar,to remember,Continuous (Progressive),tú,Conditional,estarías recordando
35989,recordar,to remember,Continuous (Progressive),tú,Future,estarás recordando
35990,recordar,to remember,Continuous (Progressive),él,Present,está recordando
35991,recordar,to remember,Continuous (Progressive),ella,Present,está recordando
35992,recordar,to remember,Continuous (Progressive),Ud.,Present,está recordando
35993,recordar,to remember,Continuous (Progressive),él,Preterite,estuvo recordando
35994,recordar,to remember,Continuous (Progressive),ella,Preterite,estuvo recordando
35995,recordar,to remember,Continuous (Progressive),Ud.,Preterite,estuvo recordando
35996,recordar,to remember,Continuous (Progressive),él,Imperfect,estaba recordando
35997,recordar,to remember,Continuous (Progressive),ella,Imperfect,estaba recordando
35998,recordar,to remember,Continuous (Progressive),Ud.,Imperfect,estaba recordando
35999,recordar,to remember,Continuous (Progressive),él,Conditional,estaría recordando
36000,recordar,to remember,Continuous (Progressive),ella,Conditional,estaría recordando
36001,recordar,to remember,Continuous (Progressive),Ud.,Conditional,estaría recordando
36002,recordar,to remember,Continuous (Progressive),él,Future,estará recordando
36003,recordar,to remember,Continuous (Progressive),ella,Future,estará recordando
36004,recordar,to remember,Continuous (Progressive),Ud.,Future,estará recordando
36005,recordar,to remember,Continuous (Progressive),nosotros,Present,estamos recordando
36006,recordar,to remember,Continuous (Progressive),nosotros,Preterite,estuvimos recordando
36007,recordar,to remember,Continuous (Progressive),nosotros,Imperfect,estábamos recordando
36008,recordar,to remember,Continuous (Progressive),nosotros,Conditional,estaríamos recordando
36009,recordar,to remember,Continuous (Progressive),nosotros,Future,estaremos recordando
36010,recordar,to remember,Continuous (Progressive),vosotros,Present,estáis recordando
36011,recordar,to remember,Continuous (Progressive),vosotros,Preterite,estuvisteis recordando
36012,recordar,to remember,Continuous (Progressive),vosotros,Imperfect,estabais recordando
36013,recordar,to remember,Continuous (Progressive),vosotros,Conditional,estaríais recordando
36014,recordar,to remember,Continuous (Progressive),vosotros,Future,estaréis recordando
36015,recordar,to remember,Continuous (Progressive),ellos,Present,están recordando
36016,recordar,to remember,Continuous (Progressive),ellas,Present,están recordando
36017,recordar,to remember,Continuous (Progressive),Uds.,Present,están recordando
36018,recordar,to remember,Continuous (Progressive),ellos,Preterite,estuvieron recordando
36019,recordar,to remember,Continuous (Progressive),ellas,Preterite,estuvieron recordando
36020,recordar,to remember,Continuous (Progressive),Uds.,Preterite,estuvieron recordando
36021,recordar,to remember,Continuous (Progressive),ellos,Imperfect,estaban recordando
36022,recordar,to remember,Continuous (Progressive),ellas,Imperfect,estaban recordando
36023,recordar,to remember,Continuous (Progressive),Uds.,Imperfect,estaban recordando
36024,recordar,to remember,Continuous (Progressive),ellos,Conditional,estarían recordando
36025,recordar,to remember,Continuous (Progressive),ellas,Conditional,estarían recordando
36026,recordar,to remember,Continuous (Progressive),Uds.,Conditional,estarían recordando
36027,recordar,to remember,Continuous (Progressive),ellos,Future,estarán recordando
36028,recordar,to remember,Continuous (Progressive),ellas,Future,estarán recordando
36029,recordar,to remember,Continuous (Progressive),Uds.,Future,estarán recordando
36030,recordar,to remember,Perfect,yo,Present,he recordado
36031,recordar,to remember,Perfect,yo,Preterite,hube recordado
36032,recordar,to remember,Perfect,yo,Past,había recordado
36033,recordar,to remember,Perfect,yo,Conditional,habría recordado
36034,recordar,to remember,Perfect,yo,Future,habré recordado
36035,recordar,to remember,Perfect,tú,Present,has recordado
36036,recordar,to remember,Perfect,tú,Preterite,hubiste recordado
36037,recordar,to remember,Perfect,tú,Past,habías recordado
36038,recordar,to remember,Perfect,tú,Conditional,habrías recordado
36039,recordar,to remember,Perfect,tú,Future,habrás recordado
36040,recordar,to remember,Perfect,él,Present,ha recordado
36041,recordar,to remember,Perfect,ella,Present,ha recordado
36042,recordar,to remember,Perfect,Ud.,Present,ha recordado
36043,recordar,to remember,Perfect,él,Preterite,hubo recordado
36044,recordar,to remember,Perfect,ella,Preterite,hubo recordado
36045,recordar,to remember,Perfect,Ud.,Preterite,hubo recordado
36046,recordar,to remember,Perfect,él,Past,había recordado
36047,recordar,to remember,Perfect,ella,Past,había recordado
36048,recordar,to remember,Perfect,Ud.,Past,había recordado
36049,recordar,to remember,Perfect,él,Conditional,habría recordado
36050,recordar,to remember,Perfect,ella,Conditional,habría recordado
36051,recordar,to remember,Perfect,Ud.,Conditional,habría recordado
36052,recordar,to remember,Perfect,él,Future,habrá recordado
36053,recordar,to remember,Perfect,ella,Future,habrá recordado
36054,recordar,to remember,Perfect,Ud.,Future,habrá recordado
36055,recordar,to remember,Perfect,nosotros,Present,hemos recordado
36056,recordar,to remember,Perfect,nosotros,Preterite,hubimos recordado
36057,recordar,to remember,Perfect,nosotros,Past,habíamos recordado
36058,recordar,to remember,Perfect,nosotros,Conditional,habríamos recordado
36059,recordar,to remember,Perfect,nosotros,Future,habremos recordado
36060,recordar,to remember,Perfect,vosotros,Present,habéis recordado
36061,recordar,to remember,Perfect,vosotros,Preterite,hubisteis recordado
36062,recordar,to remember,Perfect,vosotros,Past,habíais recordado
36063,recordar,to remember,Perfect,vosotros,Conditional,habríais recordado
36064,recordar,to remember,Perfect,vosotros,Future,habréis recordado
36065,recordar,to remember,Perfect,ellos,Present,han recordado
36066,recordar,to remember,Perfect,ellas,Present,han recordado
36067,recordar,to remember,Perfect,Uds.,Present,han recordado
36068,recordar,to remember,Perfect,ellos,Preterite,hubieron recordado
36069,recordar,to remember,Perfect,ellas,Preterite,hubieron recordado
36070,recordar,to remember,Perfect,Uds.,Preterite,hubieron recordado
36071,recordar,to remember,Perfect,ellos,Past,habían recordado
36072,recordar,to remember,Perfect,ellas,Past,habían recordado
36073,recordar,to remember,Perfect,Uds.,Past,habían recordado
36074,recordar,to remember,Perfect,ellos,Conditional,habrían recordado
36075,recordar,to remember,Perfect,ellas,Conditional,habrían recordado
36076,recordar,to remember,Perfect,Uds.,Conditional,habrían recordado
36077,recordar,to remember,Perfect,ellos,Future,habrán recordado
36078,recordar,to remember,Perfect,ellas,Future,habrán recordado
36079,recordar,to remember,Perfect,Uds.,Future,habrán recordado
36080,recordar,to remember,Perfect Subjunctive,yo,Present,haya recordado
36081,recordar,to remember,Perfect Subjunctive,yo,Past,hubiera recordado
36082,recordar,to remember,Perfect Subjunctive,yo,Future,hubiere recordado
36083,recordar,to remember,Perfect Subjunctive,tú,Present,hayas recordado
36084,recordar,to remember,Perfect Subjunctive,tú,Past,hubieras recordado
36085,recordar,to remember,Perfect Subjunctive,tú,Future,hubieres recordado
36086,recordar,to remember,Perfect Subjunctive,él,Present,haya recordado
36087,recordar,to remember,Perfect Subjunctive,ella,Present,haya recordado
36088,recordar,to remember,Perfect Subjunctive,Ud.,Present,haya recordado
36089,recordar,to remember,Perfect Subjunctive,él,Past,hubiera recordado
36090,recordar,to remember,Perfect Subjunctive,ella,Past,hubiera recordado
36091,recordar,to remember,Perfect Subjunctive,Ud.,Past,hubiera recordado
36092,recordar,to remember,Perfect Subjunctive,él,Future,hubiere recordado
36093,recordar,to remember,Perfect Subjunctive,ella,Future,hubiere recordado
36094,recordar,to remember,Perfect Subjunctive,Ud.,Future,hubiere recordado
36095,recordar,to remember,Perfect Subjunctive,nosotros,Present,hayamos recordado
36096,recordar,to remember,Perfect Subjunctive,nosotros,Past,hubiéramos recordado
36097,recordar,to remember,Perfect Subjunctive,nosotros,Future,hubiéremos recordado
36098,recordar,to remember,Perfect Subjunctive,vosotros,Present,hayáis recordado
36099,recordar,to remember,Perfect Subjunctive,vosotros,Past,hubierais recordado
36100,recordar,to remember,Perfect Subjunctive,vosotros,Future,hubiereis recordado
36101,recordar,to remember,Perfect Subjunctive,ellos,Present,hayan recordado
36102,recordar,to remember,Perfect Subjunctive,ellas,Present,hayan recordado
36103,recordar,to remember,Perfect Subjunctive,Uds.,Present,hayan recordado
36104,recordar,to remember,Perfect Subjunctive,ellos,Past,hubieran recordado
36105,recordar,to remember,Perfect Subjunctive,ellas,Past,hubieran recordado
36106,recordar,to remember,Perfect Subjunctive,Uds.,Past,hubieran recordado
36107,recordar,to remember,Perfect Subjunctive,ellos,Future,hubieren recordado
36108,recordar,to remember,Perfect Subjunctive,ellas,Future,hubieren recordado
36109,recordar,to remember,Perfect Subjunctive,Uds.,Future,hubieren recordado
36110,regresar,to return,Indicative,yo,Present,regreso
36111,regresar,to return,Indicative,yo,Preterite,regresé
36112,regresar,to return,Indicative,yo,Imperfect,regresaba
36113,regresar,to return,Indicative,yo,Conditional,regresaría
36114,regresar,to return,Indicative,yo,Future,regresaré
36115,regresar,to return,Indicative,tú,Present,regresas
36116,regresar,to return,Indicative,tú,Preterite,regresaste
36117,regresar,to return,Indicative,tú,Imperfect,regresabas
36118,regresar,to return,Indicative,tú,Conditional,regresarías
36119,regresar,to return,Indicative,tú,Future,regresarás
36120,regresar,to return,Indicative,él,Present,regresa
36121,regresar,to return,Indicative,ella,Present,regresa
36122,regresar,to return,Indicative,Ud.,Present,regresa
36123,regresar,to return,Indicative,él,Preterite,regresó
36124,regresar,to return,Indicative,ella,Preterite,regresó
36125,regresar,to return,Indicative,Ud.,Preterite,regresó
36126,regresar,to return,Indicative,él,Imperfect,regresaba
36127,regresar,to return,Indicative,ella,Imperfect,regresaba
36128,regresar,to return,Indicative,Ud.,Imperfect,regresaba
36129,regresar,to return,Indicative,él,Conditional,regresaría
36130,regresar,to return,Indicative,ella,Conditional,regresaría
36131,regresar,to return,Indicative,Ud.,Conditional,regresaría
36132,regresar,to return,Indicative,él,Future,regresará
36133,regresar,to return,Indicative,ella,Future,regresará
36134,regresar,to return,Indicative,Ud.,Future,regresará
36135,regresar,to return,Indicative,nosotros,Present,regresamos
36136,regresar,to return,Indicative,nosotros,Preterite,regresamos
36137,regresar,to return,Indicative,nosotros,Imperfect,regresábamos
36138,regresar,to return,Indicative,nosotros,Conditional,regresaríamos
36139,regresar,to return,Indicative,nosotros,Future,regresaremos
36140,regresar,to return,Indicative,vosotros,Present,regresáis
36141,regresar,to return,Indicative,vosotros,Preterite,regresasteis
36142,regresar,to return,Indicative,vosotros,Imperfect,regresabais
36143,regresar,to return,Indicative,vosotros,Conditional,regresaríais
36144,regresar,to return,Indicative,vosotros,Future,regresaréis
36145,regresar,to return,Indicative,ellos,Present,regresan
36146,regresar,to return,Indicative,ellas,Present,regresan
36147,regresar,to return,Indicative,Uds.,Present,regresan
36148,regresar,to return,Indicative,ellos,Preterite,regresaron
36149,regresar,to return,Indicative,ellas,Preterite,regresaron
36150,regresar,to return,Indicative,Uds.,Preterite,regresaron
36151,regresar,to return,Indicative,ellos,Imperfect,regresaban
36152,regresar,to return,Indicative,ellas,Imperfect,regresaban
36153,regresar,to return,Indicative,Uds.,Imperfect,regresaban
36154,regresar,to return,Indicative,ellos,Conditional,regresarían
36155,regresar,to return,Indicative,ellas,Conditional,regresarían
36156,regresar,to return,Indicative,Uds.,Conditional,regresarían
36157,regresar,to return,Indicative,ellos,Future,regresarán
36158,regresar,to return,Indicative,ellas,Future,regresarán
36159,regresar,to return,Indicative,Uds.,Future,regresarán
36160,regresar,to return,Subjunctive,yo,Present,regrese
36161,regresar,to return,Subjunctive,yo,Imperfect,regresara
36162,regresar,to return,Subjunctive,yo,Imperfect 2,regresase
36163,regresar,to return,Subjunctive,yo,Future,regresare
36164,regresar,to return,Subjunctive,tú,Present,regreses
36165,regresar,to return,Subjunctive,tú,Imperfect,regresaras
36166,regresar,to return,Subjunctive,tú,Imperfect 2,regresases
36167,regresar,to return,Subjunctive,tú,Future,regresares
36168,regresar,to return,Subjunctive,él,Present,regrese
36169,regresar,to return,Subjunctive,ella,Present,regrese
36170,regresar,to return,Subjunctive,Ud.,Present,regrese
36171,regresar,to return,Subjunctive,él,Imperfect,regresara
36172,regresar,to return,Subjunctive,ella,Imperfect,regresara
36173,regresar,to return,Subjunctive,Ud.,Imperfect,regresara
36174,regresar,to return,Subjunctive,él,Imperfect 2,regresase
36175,regresar,to return,Subjunctive,ella,Imperfect 2,regresase
36176,regresar,to return,Subjunctive,Ud.,Imperfect 2,regresase
36177,regresar,to return,Subjunctive,él,Future,regresare
36178,regresar,to return,Subjunctive,ella,Future,regresare
36179,regresar,to return,Subjunctive,Ud.,Future,regresare
36180,regresar,to return,Subjunctive,nosotros,Present,regresemos
36181,regresar,to return,Subjunctive,nosotros,Imperfect,regresáramos
36182,regresar,to return,Subjunctive,nosotros,Imperfect 2,regresásemos
36183,regresar,to return,Subjunctive,nosotros,Future,regresáremos
36184,regresar,to return,Subjunctive,vosotros,Present,regreséis
36185,regresar,to return,Subjunctive,vosotros,Imperfect,regresarais
36186,regresar,to return,Subjunctive,vosotros,Imperfect 2,regresaseis
36187,regresar,to return,Subjunctive,vosotros,Future,regresareis
36188,regresar,to return,Subjunctive,ellos,Present,regresen
36189,regresar,to return,Subjunctive,ellas,Present,regresen
36190,regresar,to return,Subjunctive,Uds.,Present,regresen
36191,regresar,to return,Subjunctive,ellos,Imperfect,regresaran
36192,regresar,to return,Subjunctive,ellas,Imperfect,regresaran
36193,regresar,to return,Subjunctive,Uds.,Imperfect,regresaran
36194,regresar,to return,Subjunctive,ellos,Imperfect 2,regresasen
36195,regresar,to return,Subjunctive,ellas,Imperfect 2,regresasen
36196,regresar,to return,Subjunctive,Uds.,Imperfect 2,regresasen
36197,regresar,to return,Subjunctive,ellos,Future,regresaren
36198,regresar,to return,Subjunctive,ellas,Future,regresaren
36199,regresar,to return,Subjunctive,Uds.,Future,regresaren
36200,regresar,to return,Imperative,tú,Affirmative,regresa
36201,regresar,to return,Imperative,tú,Negative,no regreses
36202,regresar,to return,Imperative,Ud.,Affirmative,regrese
36203,regresar,to return,Imperative,Ud.,Negative,no regrese
36204,regresar,to return,Imperative,nosotros,Affirmative,regresemos
36205,regresar,to return,Imperative,nosotros,Negative,no regresemos
36206,regresar,to return,Imperative,vosotros,Affirmative,regresad
36207,regresar,to return,Imperative,vosotros,Negative,no regreséis
36208,regresar,to return,Imperative,Uds.,Affirmative,regresen
36209,regresar,to return,Imperative,Uds.,Negative,no regresen
36210,regresar,to return,Continuous (Progressive),yo,Present,estoy regresando
36211,regresar,to return,Continuous (Progressive),yo,Preterite,estuve regresando
36212,regresar,to return,Continuous (Progressive),yo,Imperfect,estaba regresando
36213,regresar,to return,Continuous (Progressive),yo,Conditional,estaría regresando
36214,regresar,to return,Continuous (Progressive),yo,Future,estaré regresando
36215,regresar,to return,Continuous (Progressive),tú,Present,estás regresando
36216,regresar,to return,Continuous (Progressive),tú,Preterite,estuviste regresando
36217,regresar,to return,Continuous (Progressive),tú,Imperfect,estabas regresando
36218,regresar,to return,Continuous (Progressive),tú,Conditional,estarías regresando
36219,regresar,to return,Continuous (Progressive),tú,Future,estarás regresando
36220,regresar,to return,Continuous (Progressive),él,Present,está regresando
36221,regresar,to return,Continuous (Progressive),ella,Present,está regresando
36222,regresar,to return,Continuous (Progressive),Ud.,Present,está regresando
36223,regresar,to return,Continuous (Progressive),él,Preterite,estuvo regresando
36224,regresar,to return,Continuous (Progressive),ella,Preterite,estuvo regresando
36225,regresar,to return,Continuous (Progressive),Ud.,Preterite,estuvo regresando
36226,regresar,to return,Continuous (Progressive),él,Imperfect,estaba regresando
36227,regresar,to return,Continuous (Progressive),ella,Imperfect,estaba regresando
36228,regresar,to return,Continuous (Progressive),Ud.,Imperfect,estaba regresando
36229,regresar,to return,Continuous (Progressive),él,Conditional,estaría regresando
36230,regresar,to return,Continuous (Progressive),ella,Conditional,estaría regresando
36231,regresar,to return,Continuous (Progressive),Ud.,Conditional,estaría regresando
36232,regresar,to return,Continuous (Progressive),él,Future,estará regresando
36233,regresar,to return,Continuous (Progressive),ella,Future,estará regresando
36234,regresar,to return,Continuous (Progressive),Ud.,Future,estará regresando
36235,regresar,to return,Continuous (Progressive),nosotros,Present,estamos regresando
36236,regresar,to return,Continuous (Progressive),nosotros,Preterite,estuvimos regresando
36237,regresar,to return,Continuous (Progressive),nosotros,Imperfect,estábamos regresando
36238,regresar,to return,Continuous (Progressive),nosotros,Conditional,estaríamos regresando
36239,regresar,to return,Continuous (Progressive),nosotros,Future,estaremos regresando
36240,regresar,to return,Continuous (Progressive),vosotros,Present,estáis regresando
36241,regresar,to return,Continuous (Progressive),vosotros,Preterite,estuvisteis regresando
36242,regresar,to return,Continuous (Progressive),vosotros,Imperfect,estabais regresando
36243,regresar,to return,Continuous (Progressive),vosotros,Conditional,estaríais regresando
36244,regresar,to return,Continuous (Progressive),vosotros,Future,estaréis regresando
36245,regresar,to return,Continuous (Progressive),ellos,Present,están regresando
36246,regresar,to return,Continuous (Progressive),ellas,Present,están regresando
36247,regresar,to return,Continuous (Progressive),Uds.,Present,están regresando
36248,regresar,to return,Continuous (Progressive),ellos,Preterite,estuvieron regresando
36249,regresar,to return,Continuous (Progressive),ellas,Preterite,estuvieron regresando
36250,regresar,to return,Continuous (Progressive),Uds.,Preterite,estuvieron regresando
36251,regresar,to return,Continuous (Progressive),ellos,Imperfect,estaban regresando
36252,regresar,to return,Continuous (Progressive),ellas,Imperfect,estaban regresando
36253,regresar,to return,Continuous (Progressive),Uds.,Imperfect,estaban regresando
36254,regresar,to return,Continuous (Progressive),ellos,Conditional,estarían regresando
36255,regresar,to return,Continuous (Progressive),ellas,Conditional,estarían regresando
36256,regresar,to return,Continuous (Progressive),Uds.,Conditional,estarían regresando
36257,regresar,to return,Continuous (Progressive),ellos,Future,estarán regresando
36258,regresar,to return,Continuous (Progressive),ellas,Future,estarán regresando
36259,regresar,to return,Continuous (Progressive),Uds.,Future,estarán regresando
36260,regresar,to return,Perfect,yo,Present,he regresado
36261,regresar,to return,Perfect,yo,Preterite,hube regresado
36262,regresar,to return,Perfect,yo,Past,había regresado
36263,regresar,to return,Perfect,yo,Conditional,habría regresado
36264,regresar,to return,Perfect,yo,Future,habré regresado
36265,regresar,to return,Perfect,tú,Present,has regresado
36266,regresar,to return,Perfect,tú,Preterite,hubiste regresado
36267,regresar,to return,Perfect,tú,Past,habías regresado
36268,regresar,to return,Perfect,tú,Conditional,habrías regresado
36269,regresar,to return,Perfect,tú,Future,habrás regresado
36270,regresar,to return,Perfect,él,Present,ha regresado
36271,regresar,to return,Perfect,ella,Present,ha regresado
36272,regresar,to return,Perfect,Ud.,Present,ha regresado
36273,regresar,to return,Perfect,él,Preterite,hubo regresado
36274,regresar,to return,Perfect,ella,Preterite,hubo regresado
36275,regresar,to return,Perfect,Ud.,Preterite,hubo regresado
36276,regresar,to return,Perfect,él,Past,había regresado
36277,regresar,to return,Perfect,ella,Past,había regresado
36278,regresar,to return,Perfect,Ud.,Past,había regresado
36279,regresar,to return,Perfect,él,Conditional,habría regresado
36280,regresar,to return,Perfect,ella,Conditional,habría regresado
36281,regresar,to return,Perfect,Ud.,Conditional,habría regresado
36282,regresar,to return,Perfect,él,Future,habrá regresado
36283,regresar,to return,Perfect,ella,Future,habrá regresado
36284,regresar,to return,Perfect,Ud.,Future,habrá regresado
36285,regresar,to return,Perfect,nosotros,Present,hemos regresado
36286,regresar,to return,Perfect,nosotros,Preterite,hubimos regresado
36287,regresar,to return,Perfect,nosotros,Past,habíamos regresado
36288,regresar,to return,Perfect,nosotros,Conditional,habríamos regresado
36289,regresar,to return,Perfect,nosotros,Future,habremos regresado
36290,regresar,to return,Perfect,vosotros,Present,habéis regresado
36291,regresar,to return,Perfect,vosotros,Preterite,hubisteis regresado
36292,regresar,to return,Perfect,vosotros,Past,habíais regresado
36293,regresar,to return,Perfect,vosotros,Conditional,habríais regresado
36294,regresar,to return,Perfect,vosotros,Future,habréis regresado
36295,regresar,to return,Perfect,ellos,Present,han regresado
36296,regresar,to return,Perfect,ellas,Present,han regresado
36297,regresar,to return,Perfect,Uds.,Present,han regresado
36298,regresar,to return,Perfect,ellos,Preterite,hubieron regresado
36299,regresar,to return,Perfect,ellas,Preterite,hubieron regresado
36300,regresar,to return,Perfect,Uds.,Preterite,hubieron regresado
36301,regresar,to return,Perfect,ellos,Past,habían regresado
36302,regresar,to return,Perfect,ellas,Past,habían regresado
36303,regresar,to return,Perfect,Uds.,Past,habían regresado
36304,regresar,to return,Perfect,ellos,Conditional,habrían regresado
36305,regresar,to return,Perfect,ellas,Conditional,habrían regresado
36306,regresar,to return,Perfect,Uds.,Conditional,habrían regresado
36307,regresar,to return,Perfect,ellos,Future,habrán regresado
36308,regresar,to return,Perfect,ellas,Future,habrán regresado
36309,regresar,to return,Perfect,Uds.,Future,habrán regresado
36310,regresar,to return,Perfect Subjunctive,yo,Present,haya regresado
36311,regresar,to return,Perfect Subjunctive,yo,Past,hubiera regresado
36312,regresar,to return,Perfect Subjunctive,yo,Future,hubiere regresado
36313,regresar,to return,Perfect Subjunctive,tú,Present,hayas regresado
36314,regresar,to return,Perfect Subjunctive,tú,Past,hubieras regresado
36315,regresar,to return,Perfect Subjunctive,tú,Future,hubieres regresado
36316,regresar,to return,Perfect Subjunctive,él,Present,haya regresado
36317,regresar,to return,Perfect Subjunctive,ella,Present,haya regresado
36318,regresar,to return,Perfect Subjunctive,Ud.,Present,haya regresado
36319,regresar,to return,Perfect Subjunctive,él,Past,hubiera regresado
36320,regresar,to return,Perfect Subjunctive,ella,Past,hubiera regresado
36321,regresar,to return,Perfect Subjunctive,Ud.,Past,hubiera regresado
36322,regresar,to return,Perfect Subjunctive,él,Future,hubiere regresado
36323,regresar,to return,Perfect Subjunctive,ella,Future,hubiere regresado
36324,regresar,to return,Perfect Subjunctive,Ud.,Future,hubiere regresado
36325,regresar,to return,Perfect Subjunctive,nosotros,Present,hayamos regresado
36326,regresar,to return,Perfect Subjunctive,nosotros,Past,hubiéramos regresado
36327,regresar,to return,Perfect Subjunctive,nosotros,Future,hubiéremos regresado
36328,regresar,to return,Perfect Subjunctive,vosotros,Present,hayáis regresado
36329,regresar,to return,Perfect Subjunctive,vosotros,Past,hubierais regresado
36330,regresar,to return,Perfect Subjunctive,vosotros,Future,hubiereis regresado
36331,regresar,to return,Perfect Subjunctive,ellos,Present,hayan regresado
36332,regresar,to return,Perfect Subjunctive,ellas,Present,hayan regresado
36333,regresar,to return,Perfect Subjunctive,Uds.,Present,hayan regresado
36334,regresar,to return,Perfect Subjunctive,ellos,Past,hubieran regresado
36335,regresar,to return,Perfect Subjunctive,ellas,Past,hubieran regresado
36336,regresar,to return,Perfect Subjunctive,Uds.,Past,hubieran regresado
36337,regresar,to return,Perfect Subjunctive,ellos,Future,hubieren regresado
36338,regresar,to return,Perfect Subjunctive,ellas,Future,hubieren regresado
36339,regresar,to return,Perfect Subjunctive,Uds.,Future,hubieren regresado
36340,reír,to laugh,Indicative,yo,Present,río
36341,reír,to laugh,Indicative,yo,Preterite,reí
36342,reír,to laugh,Indicative,yo,Imperfect,reía
36343,reír,to laugh,Indicative,yo,Conditional,reiría
36344,reír,to laugh,Indicative,yo,Future,reiré
36345,reír,to laugh,Indicative,tú,Present,ríes
36346,reír,to laugh,Indicative,tú,Preterite,reíste
36347,reír,to laugh,Indicative,tú,Imperfect,reías
36348,reír,to laugh,Indicative,tú,Conditional,reirías
36349,reír,to laugh,Indicative,tú,Future,reirás
36350,reír,to laugh,Indicative,él,Present,ríe
36351,reír,to laugh,Indicative,ella,Present,ríe
36352,reír,to laugh,Indicative,Ud.,Present,ríe
36353,reír,to laugh,Indicative,él,Preterite,rio
36354,reír,to laugh,Indicative,ella,Preterite,rio
36355,reír,to laugh,Indicative,Ud.,Preterite,rio
36356,reír,to laugh,Indicative,él,Imperfect,reía
36357,reír,to laugh,Indicative,ella,Imperfect,reía
36358,reír,to laugh,Indicative,Ud.,Imperfect,reía
36359,reír,to laugh,Indicative,él,Conditional,reiría
36360,reír,to laugh,Indicative,ella,Conditional,reiría
36361,reír,to laugh,Indicative,Ud.,Conditional,reiría
36362,reír,to laugh,Indicative,él,Future,reirá
36363,reír,to laugh,Indicative,ella,Future,reirá
36364,reír,to laugh,Indicative,Ud.,Future,reirá
36365,reír,to laugh,Indicative,nosotros,Present,reímos
36366,reír,to laugh,Indicative,nosotros,Preterite,reímos
36367,reír,to laugh,Indicative,nosotros,Imperfect,reíamos
36368,reír,to laugh,Indicative,nosotros,Conditional,reiríamos
36369,reír,to laugh,Indicative,nosotros,Future,reiremos
36370,reír,to laugh,Indicative,vosotros,Present,reís
36371,reír,to laugh,Indicative,vosotros,Preterite,reísteis
36372,reír,to laugh,Indicative,vosotros,Imperfect,reíais
36373,reír,to laugh,Indicative,vosotros,Conditional,reiríais
36374,reír,to laugh,Indicative,vosotros,Future,reiréis
36375,reír,to laugh,Indicative,ellos,Present,ríen
36376,reír,to laugh,Indicative,ellas,Present,ríen
36377,reír,to laugh,Indicative,Uds.,Present,ríen
36378,reír,to laugh,Indicative,ellos,Preterite,rieron
36379,reír,to laugh,Indicative,ellas,Preterite,rieron
36380,reír,to laugh,Indicative,Uds.,Preterite,rieron
36381,reír,to laugh,Indicative,ellos,Imperfect,reían
36382,reír,to laugh,Indicative,ellas,Imperfect,reían
36383,reír,to laugh,Indicative,Uds.,Imperfect,reían
36384,reír,to laugh,Indicative,ellos,Conditional,reirían
36385,reír,to laugh,Indicative,ellas,Conditional,reirían
36386,reír,to laugh,Indicative,Uds.,Conditional,reirían
36387,reír,to laugh,Indicative,ellos,Future,reirán
36388,reír,to laugh,Indicative,ellas,Future,reirán
36389,reír,to laugh,Indicative,Uds.,Future,reirán
36390,reír,to laugh,Subjunctive,yo,Present,ría
36391,reír,to laugh,Subjunctive,yo,Imperfect,riera
36392,reír,to laugh,Subjunctive,yo,Imperfect 2,riese
36393,reír,to laugh,Subjunctive,yo,Future,riere
36394,reír,to laugh,Subjunctive,tú,Present,rías
36395,reír,to laugh,Subjunctive,tú,Imperfect,rieras
36396,reír,to laugh,Subjunctive,tú,Imperfect 2,rieses
36397,reír,to laugh,Subjunctive,tú,Future,rieres
36398,reír,to laugh,Subjunctive,él,Present,ría
36399,reír,to laugh,Subjunctive,ella,Present,ría
36400,reír,to laugh,Subjunctive,Ud.,Present,ría
36401,reír,to laugh,Subjunctive,él,Imperfect,riera
36402,reír,to laugh,Subjunctive,ella,Imperfect,riera
36403,reír,to laugh,Subjunctive,Ud.,Imperfect,riera
36404,reír,to laugh,Subjunctive,él,Imperfect 2,riese
36405,reír,to laugh,Subjunctive,ella,Imperfect 2,riese
36406,reír,to laugh,Subjunctive,Ud.,Imperfect 2,riese
36407,reír,to laugh,Subjunctive,él,Future,riere
36408,reír,to laugh,Subjunctive,ella,Future,riere
36409,reír,to laugh,Subjunctive,Ud.,Future,riere
36410,reír,to laugh,Subjunctive,nosotros,Present,riamos
36411,reír,to laugh,Subjunctive,nosotros,Imperfect,riéramos
36412,reír,to laugh,Subjunctive,nosotros,Imperfect 2,riésemos
36413,reír,to laugh,Subjunctive,nosotros,Future,riéremos
36414,reír,to laugh,Subjunctive,vosotros,Present,riais
36415,reír,to laugh,Subjunctive,vosotros,Imperfect,rierais
36416,reír,to laugh,Subjunctive,vosotros,Imperfect 2,rieseis
36417,reír,to laugh,Subjunctive,vosotros,Future,riereis
36418,reír,to laugh,Subjunctive,ellos,Present,rían
36419,reír,to laugh,Subjunctive,ellas,Present,rían
36420,reír,to laugh,Subjunctive,Uds.,Present,rían
36421,reír,to laugh,Subjunctive,ellos,Imperfect,rieran
